baseline,baseline_label,model,model_name,embedding,embedding_name,c_paths_detected,c_precision,c_recall,c_f1,embed_paths_detected,embed_precision,embed_recall,embed_f1,embed_a_paths_detected,embed_a_precision,embed_a_recall,embed_a_f1,embed_aplus_paths_detected,embed_aplus_precision,embed_aplus_recall,embed_aplus_f1,channel_synergy,is_deception_baseline,c_paths_detected_list,embed_paths_detected_list,embed_a_paths_detected_list,embed_aplus_paths_detected_list,ground_truth_count,ground_truth_paths,inference_depth_component,llm_tus,embed_a_tus,embed_aplus_tus,embed_tus,tus
B5,Nested Complexity,gpt,ChatGPT 5.1,ada02,Ada-002 (OpenAI),5,0.6,0.42857142857142855,0.5,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,0.75,0.42857142857142855,0.5454545454545454,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.2,False,"[33, 36, 41, 60, 61]","[27, 28, 44, 53, 60, 61, 62]","[53, 60, 61, 62]","[27, 28, 44, 60, 61, 62]",7,"[16, 27, 41, 59, 60, 61, 62]",10.0,36.67,41.36,48.08,48.08,36.67
B5,Nested Complexity,hai,Claude Haiku 4.5,ada02,Ada-002 (OpenAI),3,0.6666666666666666,0.2857142857142857,0.4,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,0.75,0.42857142857142855,0.5454545454545454,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.1111111111111111,False,"[41, 54, 60]","[27, 28, 44, 53, 60, 61, 62]","[53, 60, 61, 62]","[27, 28, 44, 60, 61, 62]",7,"[16, 27, 41, 59, 60, 61, 62]",8.0,28.0,41.36,48.08,48.08,28.0
B5,Nested Complexity,opu,Claude Opus 4.1,ada02,Ada-002 (OpenAI),3,1.0,0.42857142857142855,0.6,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,0.75,0.42857142857142855,0.5454545454545454,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.1111111111111111,False,"[16, 41, 61]","[27, 28, 44, 53, 60, 61, 62]","[53, 60, 61, 62]","[27, 28, 44, 60, 61, 62]",7,"[16, 27, 41, 59, 60, 61, 62]",12.0,41.0,41.36,48.08,48.08,41.0
B5,Nested Complexity,son,Claude Sonnet 4.5,ada02,Ada-002 (OpenAI),4,0.75,0.42857142857142855,0.5454545454545454,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,0.75,0.42857142857142855,0.5454545454545454,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.2222222222222222,False,"[16, 40, 61, 62]","[27, 28, 44, 53, 60, 61, 62]","[53, 60, 61, 62]","[27, 28, 44, 60, 61, 62]",7,"[16, 27, 41, 59, 60, 61, 62]",10.91,41.36,41.36,48.08,48.08,41.36
B5,Nested Complexity,dee,DeepSeek,cohere,Cohere v3.0,2,0.5,0.14285714285714285,0.22222222222222224,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[16, 31]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",4.44,17.78,0.0,0.0,0.0,17.78
B5,Nested Complexity,gem,Gemini 3.0 Pro,cohere,Cohere v3.0,3,0.6666666666666666,0.2857142857142857,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[16, 23, 41]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",8.0,28.0,0.0,0.0,0.0,28.0
B5,Nested Complexity,gpt,ChatGPT 5.1,cohere,Cohere v3.0,5,0.6,0.42857142857142855,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[33, 36, 41, 60, 61]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",10.0,36.67,0.0,0.0,0.0,36.67
B5,Nested Complexity,hai,Claude Haiku 4.5,cohere,Cohere v3.0,3,0.6666666666666666,0.2857142857142857,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[41, 54, 60]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",8.0,28.0,0.0,0.0,0.0,28.0
B5,Nested Complexity,opu,Claude Opus 4.1,cohere,Cohere v3.0,3,1.0,0.42857142857142855,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[16, 41, 61]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",12.0,41.0,0.0,0.0,0.0,41.0
B5,Nested Complexity,son,Claude Sonnet 4.5,cohere,Cohere v3.0,4,0.75,0.42857142857142855,0.5454545454545454,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[16, 40, 61, 62]",[],[],[],7,"[16, 27, 41, 59, 60, 61, 62]",10.91,41.36,0.0,0.0,0.0,41.36
B5,Nested Complexity,dee,DeepSeek,e5,E5-Large (Local),3,0.3333333333333333,0.14285714285714285,0.2,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.08333333333333333,False,"[6, 27, 31]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",4.0,20.0,30.0,48.08,48.08,20.0
B5,Nested Complexity,gem,Gemini 3.0 Pro,e5,E5-Large (Local),3,1.0,0.42857142857142855,0.6,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.3,False,"[27, 60, 61]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",12.0,41.0,30.0,48.08,48.08,41.0
B5,Nested Complexity,gpt,ChatGPT 5.1,e5,E5-Large (Local),7,0.42857142857142855,0.42857142857142855,0.42857142857142855,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.21428571428571427,False,"[27, 33, 35, 36, 39, 41, 60]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",8.57,37.14,30.0,48.08,48.08,37.14
B5,Nested Complexity,hai,Claude Haiku 4.5,e5,E5-Large (Local),5,0.4,0.2857142857142857,0.3333333333333333,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.07142857142857142,False,"[2, 31, 41, 54, 62]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",6.67,30.0,30.0,48.08,48.08,30.0
B5,Nested Complexity,opu,Claude Opus 4.1,e5,E5-Large (Local),6,0.5,0.42857142857142855,0.4615384615384615,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.14285714285714285,False,"[39, 41, 53, 54, 60, 62]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",9.23,36.92,30.0,48.08,48.08,36.92
B5,Nested Complexity,son,Claude Sonnet 4.5,e5,E5-Large (Local),4,0.5,0.2857142857142857,0.36363636363636365,10,0.5,0.7142857142857143,0.588235294117647,5,0.4,0.2857142857142857,0.3333333333333333,6,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.07692307692307693,False,"[9, 23, 41, 62]","[4, 16, 26, 27, 40, 41, 45, 60, 61, 64]","[4, 16, 40, 60, 64]","[26, 27, 41, 45, 60, 61]",7,"[16, 27, 41, 59, 60, 61, 62]",7.27,29.09,30.0,48.08,48.08,29.09
B6,Explicit Transformation,dee,DeepSeek,ada02,Ada-002 (OpenAI),2,0.5,0.5,0.5,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.3333333333333333,False,"[12, 24]","[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,40.0,0.0,40.0,40.0,40.0
B6,Explicit Transformation,gem,Gemini 3.0 Pro,ada02,Ada-002 (OpenAI),1,1.0,0.5,0.6666666666666666,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.5,False,[12],"[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,45.0,0.0,40.0,40.0,45.0
B6,Explicit Transformation,gpt,ChatGPT 5.1,ada02,Ada-002 (OpenAI),1,1.0,0.5,0.6666666666666666,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.5,False,[12],"[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,45.0,0.0,40.0,40.0,45.0
B6,Explicit Transformation,hai,Claude Haiku 4.5,ada02,Ada-002 (OpenAI),2,0.5,0.5,0.5,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.0,False,"[55, 56]","[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,40.0,0.0,40.0,40.0,40.0
B6,Explicit Transformation,opu,Claude Opus 4.1,ada02,Ada-002 (OpenAI),1,1.0,0.5,0.6666666666666666,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.5,False,[12],"[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,45.0,0.0,40.0,40.0,45.0
B6,Explicit Transformation,son,Claude Sonnet 4.5,ada02,Ada-002 (OpenAI),1,1.0,0.5,0.6666666666666666,2,0.5,0.5,0.5,1,0.0,0.0,0.0,2,0.5,0.5,0.5,0.5,False,[12],"[12, 21]",[21],"[12, 21]",2,"[12, 56]",0.0,45.0,0.0,40.0,40.0,45.0
B6,Explicit Transformation,dee,DeepSeek,cohere,Cohere v3.0,2,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[12, 24]",[],[],[],2,"[12, 56]",0.0,40.0,0.0,0.0,0.0,40.0
B6,Explicit Transformation,gem,Gemini 3.0 Pro,cohere,Cohere v3.0,1,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[12],[],[],[],2,"[12, 56]",0.0,45.0,0.0,0.0,0.0,45.0
B6,Explicit Transformation,gpt,ChatGPT 5.1,cohere,Cohere v3.0,1,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[12],[],[],[],2,"[12, 56]",0.0,45.0,0.0,0.0,0.0,45.0
B6,Explicit Transformation,hai,Claude Haiku 4.5,cohere,Cohere v3.0,2,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[55, 56]",[],[],[],2,"[12, 56]",0.0,40.0,0.0,0.0,0.0,40.0
B6,Explicit Transformation,opu,Claude Opus 4.1,cohere,Cohere v3.0,1,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[12],[],[],[],2,"[12, 56]",0.0,45.0,0.0,0.0,0.0,45.0
B6,Explicit Transformation,son,Claude Sonnet 4.5,cohere,Cohere v3.0,1,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[12],[],[],[],2,"[12, 56]",0.0,45.0,0.0,0.0,0.0,45.0
B6,Explicit Transformation,dee,DeepSeek,e5,E5-Large (Local),1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[24],[],[],[],2,"[12, 56]",0.0,0.0,0.0,0.0,0.0,0.0
B6,Explicit Transformation,gem,Gemini 3.0 Pro,e5,E5-Large (Local),1,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,[12],[],[],[],2,"[12, 56]",0.0,45.0,0.0,0.0,0.0,45.0
B6,Explicit Transformation,gpt,ChatGPT 5.1,e5,E5-Large (Local),2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[55, 60]",[],[],[],2,"[12, 56]",0.0,0.0,0.0,0.0,0.0,0.0
B6,Explicit Transformation,hai,Claude Haiku 4.5,e5,E5-Large (Local),2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[35, 60]",[],[],[],2,"[12, 56]",0.0,0.0,0.0,0.0,0.0,0.0
B6,Explicit Transformation,opu,Claude Opus 4.1,e5,E5-Large (Local),3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[5, 23, 24]",[],[],[],2,"[12, 56]",0.0,0.0,0.0,0.0,0.0,0.0
B6,Explicit Transformation,son,Claude Sonnet 4.5,e5,E5-Large (Local),2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,"[4, 24]",[],[],[],2,"[12, 56]",0.0,0.0,0.0,0.0,0.0,0.0
B7,Failed Transformation,dee,DeepSeek,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,gem,Gemini 3.0 Pro,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,gpt,ChatGPT 5.1,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,hai,Claude Haiku 4.5,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,opu,Claude Opus 4.1,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,son,Claude Sonnet 4.5,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,True,[],"[1, 43]",[43],"[1, 43]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B7,Failed Transformation,dee,DeepSeek,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,gem,Gemini 3.0 Pro,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,gpt,ChatGPT 5.1,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,hai,Claude Haiku 4.5,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,opu,Claude Opus 4.1,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,son,Claude Sonnet 4.5,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B7,Failed Transformation,dee,DeepSeek,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B7,Failed Transformation,gem,Gemini 3.0 Pro,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B7,Failed Transformation,gpt,ChatGPT 5.1,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B7,Failed Transformation,hai,Claude Haiku 4.5,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B7,Failed Transformation,opu,Claude Opus 4.1,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B7,Failed Transformation,son,Claude Sonnet 4.5,e5,E5-Large (Local),0,1.0,1.0,1.0,2,0.0,1.0,0.0,0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,True,[],"[27, 54]",[],"[27, 54]",0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,dee,DeepSeek,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,gem,Gemini 3.0 Pro,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,gpt,ChatGPT 5.1,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,hai,Claude Haiku 4.5,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,opu,Claude Opus 4.1,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,son,Claude Sonnet 4.5,ada02,Ada-002 (OpenAI),0,1.0,1.0,1.0,4,0.0,1.0,0.0,1,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,True,[],"[23, 24, 54, 63]",[54],"[23, 24, 54, 63]",0,[],0.0,70.0,0.0,0.0,0.0,70.0
B8,False Completion,dee,DeepSeek,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,gem,Gemini 3.0 Pro,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,gpt,ChatGPT 5.1,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,hai,Claude Haiku 4.5,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,opu,Claude Opus 4.1,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,son,Claude Sonnet 4.5,cohere,Cohere v3.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,True,[],[],[],[],0,[],0.0,70.0,70.0,70.0,70.0,70.0
B8,False Completion,dee,DeepSeek,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,gem,Gemini 3.0 Pro,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,gpt,ChatGPT 5.1,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,hai,Claude Haiku 4.5,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,opu,Claude Opus 4.1,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
B8,False Completion,son,Claude Sonnet 4.5,e5,E5-Large (Local),0,1.0,1.0,1.0,1,0.0,1.0,0.0,0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,True,[],[54],[],[54],0,[],0.0,70.0,70.0,0.0,70.0,70.0
